,UserId,OfferId,OfferViewId,CountryCode,Category,Source,UtcDate,OfferTitle,User,Offer,Cat_clicks,Category_Name,Translate,Ancestor_ID,filha_1,filha_1_name,UserTotalClicks,ProductClicks
265090,367bff0ca879e9746f456eb460daad8b2e1a291708cd39e91d27d72f06df9088,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-10769825316225_1465761146329_3667564,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 21:52:29.0,Magimix Robot cuiseur Magimix Cook Expert Noir,138865,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,12,63
265111,405b1815a0a0b541b421370b6d41ae4cf8998af48e7a1bfbb0f394301083f0cb,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769820419689_1465813307379_899672,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 12:21:50.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,164001,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,10,162
265123,397faf3b4b1ac348ae443b7d3754ca9671c3335726c665f84155338109c5624b,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-10769825213381_1465826092107_1627286,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 15:54:55.0,Magimix Robot cuiseur Magimix Cook Expert Noir,146534,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,8,63
265205,8ebb83a039d0252f90033a8fca4f257abccfde118df1d0f7076c41aad8b0ddfb,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769825111374_1465853798769_3276838,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 23:36:41.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,363845,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,11,162
265208,a162f2c03bdbbd186fbe4a2a1cf295e14e1c9a4a5f619883b3a43e8cc237a2f4,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-1076982532026_1465808110879_623536,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 10:55:21.0,Magimix Robot cuiseur Magimix Cook Expert Noir,411280,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,8,63
265213,397faf3b4b1ac348ae443b7d3754ca9671c3335726c665f84155338109c5624b,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769825111374_1465826228670_1638338,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 15:57:13.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,146534,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,8,162
265225,fe8cbf5b15123a0f3d0a2e590e5977ec3c1e260829c04010559f30a81a1ddd5e,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-10769812114535_1465819616187_1252078,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 14:07:02.0,Magimix Robot cuiseur Magimix Cook Expert Noir,648051,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,12,63
265231,21638b68c5d1cbae89a690ac8721fce0f275566bbdc6aab1c54bd618b5667d06,dcee011357cfe6733219501691499e14,dcee011357cfe6733219501691499e14-10769812114535_1465851979110_3185950,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 23:06:27.0,Kitchenaid Robot pâtissier Kitchenaid 5KSM150PS EOB NOIR ARTISAN,85137,277015,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,11,80
265291,fe8cbf5b15123a0f3d0a2e590e5977ec3c1e260829c04010559f30a81a1ddd5e,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-10769820419689_1465853368610_3240415,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-13 23:29:31.0,Magimix Robot cuiseur Magimix Cook Expert Noir,648051,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,12,63
265386,477eaf2d953456d34778be7938e80b4fef636aa713af35d53f741cb53b0461d9,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-10769825229385_1465947800923_2498309,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-15 01:43:23.0,Magimix Robot cuiseur Magimix Cook Expert Noir,182161,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,9,63
265391,a3c48c3c5e03769a0958f7e847f812efbe3481b50964b9bbeaa77d7817140522,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769825310513_1465932661865_1942757,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-14 21:31:03.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,417311,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,8,162
265406,a3c48c3c5e03769a0958f7e847f812efbe3481b50964b9bbeaa77d7817140522,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-1076982512799_1465922493969_1428757,fr,147701,20a2fd78243a2fa1502d40255117d7b93a38dbe2e4c79f8a77535c3db9600a12,2016-06-14 19:15:09.0,Magimix Robot cuiseur Magimix Cook Expert Noir,417311,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,8,63
265415,841f184cd0567188e954aca4f9d71f36e61438419572842824e5f452f1e0b60a,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769825025054_1465873309741_3732627,fr,147701,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-14 23:15:40.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,336852,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,18,162
265461,59efbbf8e2b6b640fdfd67ed2e1a282261e95203c0d30963361ebf500bb3bb2b,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769825025054_1465873309741_3732627,fr,147701,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-14 06:59:44.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,228946,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,25,162
265490,2dd83746cd7ca8a451a15e924b163954cbc339540185e6e9fe2daca27bbef0df,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769812114535_1465865696743_3566910,fr,147701,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-14 18:14:46.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,116725,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,16,162
265517,ff091a30df40416ba279b313bd137bc3eb28aa7a4e4afda8199c09990ed78e39,dcee011357cfe6733219501691499e14,dcee011357cfe6733219501691499e14-10769825025054_1465864626952_3565333,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-14 02:37:50.0,Kitchenaid Robot pâtissier Kitchenaid 5KSM150PS EOB NOIR ARTISAN,649256,277015,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,96,80
265523,27b7e277397b0c7c36e7c1271bd74bf431b21dab17ec9bfb46f34d892ee8b5d3,dcee011357cfe6733219501691499e14,dcee011357cfe6733219501691499e14-1076981219975_1465918010499_1152284,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-14 17:27:02.0,Kitchenaid Robot pâtissier Kitchenaid 5KSM150PS EOB NOIR ARTISAN,101335,277015,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,13,80
265528,a0dd359982e2c41e3e2e4dbac7df4f163af42e73158ffdc44fb809ded43eb48e,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-1076982532026_1465863264809_3523986,fr,147701,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-14 09:37:10.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,409944,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,9,162
265535,706b367b79b46d798ce287a3668a7454e62289e458cb170d6d4ac5f108b3c20c,dcee011357cfe6733219501691499e14,dcee011357cfe6733219501691499e14-1076984120225_1465860661136_2677305,fr,147701,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-14 12:28:23.0,Kitchenaid Robot pâtissier Kitchenaid 5KSM150PS EOB NOIR ARTISAN,286459,277015,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,20,80
265541,5fe0eb74a3e7a7e530681f0fb24c3db673a69aa202f3aec7597229c54c8ae3e4,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769812114535_1465865696743_3566910,fr,147701,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-14 10:09:09.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,244214,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,15,162
265556,ff091a30df40416ba279b313bd137bc3eb28aa7a4e4afda8199c09990ed78e39,dcee011357cfe6733219501691499e14,dcee011357cfe6733219501691499e14-10769825025054_1465864431418_3561328,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-14 02:33:59.0,Kitchenaid Robot pâtissier Kitchenaid 5KSM150PS EOB NOIR ARTISAN,649256,277015,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,96,80
265575,706b367b79b46d798ce287a3668a7454e62289e458cb170d6d4ac5f108b3c20c,c2dceb6a243d4830d269a6afbd11a1b3,c2dceb6a243d4830d269a6afbd11a1b3-10769812114535_1465877434246_3785185,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-14 06:10:51.0,Kenwood Robot cuiseur Kenwood Cooking Chef KM099 +AT647+ KAH358,286459,244265,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,20,162
265633,10fdc92ff38a186ede7a9bcc40792a327e10d03683a48a23c216c996a0b3bd55,dcee011357cfe6733219501691499e14,dcee011357cfe6733219501691499e14-10769825127331_1465979322082_484407,fr,147701,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-15 10:28:46.0,Kitchenaid Robot pâtissier Kitchenaid 5KSM150PS EOB NOIR ARTISAN,43414,277015,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,30,80
265668,3ea55f186830fc773008216f0ed79d7da8f32cf1a52c63ab1cbc0d29b8247082,381baa5d9beccbeadba9418982cc5698,381baa5d9beccbeadba9418982cc5698-1076981219975_1465951592996_2548640,fr,147701,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-15 10:45:28.0,Magimix Robot cuiseur Magimix Cook Expert Noir,159684,70452,1913,Robot Ménager,Food Processors,147701 100324923 144601 601,144601.0,Home appliances,8,63
267009,1e497a495afdb017c493b6c46891edb63916b8e8953d8ad105561f1f764b37ee,0ebaa92f55e3d37ea5d55ba39c87b7e4,0ebaa92f55e3d37ea5d55ba39c87b7e4-10769825330909_1465062314031_1759124,fr,100020213,9e669dbb2aeb2e5b67616e3f5a56fcaf7e0ab8bff5e5f4da18c174e4885aba82,2016-06-04 19:45:57.0,Samsung Smartphone Samsung Galaxy J1 Blanc 2016,77101,18763,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,10,65
267714,19fbec0ab426eda8c63699b8793840c24f57f25f20019a3b3dfbeb30b1e47fe9,2aace1abbf621c8eefad3c45bb29519f,2aace1abbf621c8eefad3c45bb29519f-10769825111128_1465199070550_265490,fr,100020213,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-06 09:44:33.0,Samsung Galaxy Grand Prime Value Edition (gris),66371,53559,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,8,103
267728,5e58bd09077ec32930748bc98055dc1a1c983d8bda0d07a08a564270a044d7ca,991d923374c133d4db6ef5f31a4b1f8e,991d923374c133d4db6ef5f31a4b1f8e-10769825328623_1465171847021_2589365,fr,100020213,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-06 02:10:49.0,Samsung Galaxy S7 Edge (or rose),240333,192175,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,15,105
268170,b72c4f490f9be5d9dfdab969e19e55fbe89158ef3b5f1ed2e4a977eea136de03,bcb38e2c9048c63e57f5836186b4a018,bcb38e2c9048c63e57f5836186b4a018-10769825219031_1465258835460_2346456,fr,100020213,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-07 17:38:18.0,Wiko Lenny 2 Smartphone débloqué H+ (Ecran : 5 pouces - 4 Go - Double SIM-Micro - Android 5.1 Lollipop) Corail,466698,236645,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,8,58
268401,c3045588d2964900b4a125c12ec9bf14b07b3d5aad79961f5b1558225760fbd5,bcb38e2c9048c63e57f5836186b4a018,bcb38e2c9048c63e57f5836186b4a018-10769820429994_1465326653749_2412147,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-07 21:11:22.0,Wiko Lenny 2 Smartphone débloqué H+ (Ecran : 5 pouces - 4 Go - Double SIM-Micro - Android 5.1 Lollipop) Corail,496714,236645,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,82,58
268427,7801621ee76169016c0271cb032a6be9f1e69d587e15dd8e57a69cfeea78e386,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-10769825226294_1465336373079_2861894,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-07 23:53:28.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,305915,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,14,67
268491,6a4d36106303a4b8e51460fcaf96584d03817c5fa4fdcb7a2b02bbb11bd00170,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-1076982533987_1465413199307_2127456,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-08 21:13:25.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,270772,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,11,67
268822,8d93316df86481ec713b8da9b28a66c457fdd666251925dce2cc2a618080cc85,416cc3fb34683e0e24c4499c3c69d18d,416cc3fb34683e0e24c4499c3c69d18d-107698411423_1465422623670_1934736,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-08 23:50:36.0,Samsung Galaxy 5S NEO G903F silver Smartphone dbloqu 4G (Ecran: 5,360859,82082,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,23,182
268895,3ffd7478827719b7fbf6ab1d26a055c23e48a3fa499cd18f9e99abf48c46dc9a,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-1076982517632_1465509604650_1293216,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-10 00:00:10.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,163059,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,13,67
268961,e544e51b9e47b97c052e54b418127d98b668dd521ccd6b077c2219d9b26ecd98,58462f906653169cc52d44dd0b928296,58462f906653169cc52d44dd0b928296-10769825210522_1465459113537_383462,fr,100020213,20a2fd78243a2fa1502d40255117d7b93a38dbe2e4c79f8a77535c3db9600a12,2016-06-09 10:52:41.0,SAMSUNG Téléphone Mobile Débloqué Samsung Galaxy S6 5.1&quot; 32 Go Noir,583776,110956,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,9,71
269019,fabde96b31970cef2a95d3d26062af1de07f957a63fb6426d88665bbd220e00c,3507ebfa8aca81ac82de091447c12fe8,3507ebfa8aca81ac82de091447c12fe8-10769825012447_1465434408966_2755394,fr,100020213,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-09 14:37:07.0,Apple iPhone 4 - 16GB (Blanc,638553,66542,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,11,81
269446,22999e3f46dda3246937a238dd3579674f9a898a4dac873230d2455a4bd98df3,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-1076982527823_1465492957301_597792,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-09 19:22:50.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,88286,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,9,67
269678,a6fbb5a0705ab0c2dad83e57903e87bf02c6843b980b0a0bdc1fdf697a341a24,2561eb0f6b6fadeded1172f5bd192e64,2561eb0f6b6fadeded1172f5bd192e64-10769813929095_1465449146056_3003671,fr,100020213,20a2fd78243a2fa1502d40255117d7b93a38dbe2e4c79f8a77535c3db9600a12,2016-06-09 07:50:12.0,Apple Iphone 6 Reconditionné 16 Go Silver,425555,46945,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,10,60
269858,a918470e643cd9235fd95ab3fa7d6ea811182e9af481e1da57c4f4b94124349e,e277b91de792631c8e2afaf122f5de47,e277b91de792631c8e2afaf122f5de47-10769825232246_1465433804122_2735471,fr,100020213,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-09 14:08:55.0,Wiko Téléphone portable Wiko RIFF 2 Noir/Rose LS,430837,284031,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,12,187
269935,22999e3f46dda3246937a238dd3579674f9a898a4dac873230d2455a4bd98df3,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-1076982533987_1465431260212_2689221,fr,100020213,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-09 19:22:59.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,88286,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,9,67
269947,248fa0fad3247940c17aad7b4c57095dabef639dc09c118861c953e5057d14e6,e277b91de792631c8e2afaf122f5de47,e277b91de792631c8e2afaf122f5de47-1076982517632_1465509391913_1288135,fr,100020213,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 23:56:37.0,Wiko Téléphone portable Wiko RIFF 2 Noir/Rose LS,93251,284031,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,9,187
269997,b3080706bcbae6ccab7e10c55a3836d18cedd2320b65825c59b6ce2e17012773,416cc3fb34683e0e24c4499c3c69d18d,416cc3fb34683e0e24c4499c3c69d18d-1076981219845_1465448142354_2985508,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-09 06:56:04.0,Samsung Galaxy 5S NEO G903F silver Smartphone dbloqu 4G (Ecran: 5,456088,82082,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,22,182
270064,e391043d1acb08b0db76548df8f2d330804dd9e0e36536259343eedeaa8691a8,416cc3fb34683e0e24c4499c3c69d18d,416cc3fb34683e0e24c4499c3c69d18d-10769825232246_1465431735469_2701074,fr,100020213,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-09 17:11:25.0,Samsung Galaxy 5S NEO G903F silver Smartphone dbloqu 4G (Ecran: 5,579413,82082,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,20,182
270171,83dafbd60f5918229573437e097c848c2ed8cbf8e420e14c4b029dae122cc73b,e277b91de792631c8e2afaf122f5de47,e277b91de792631c8e2afaf122f5de47-1076981398583_1465498679012_796683,fr,100020213,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 20:58:00.0,Wiko Téléphone portable Wiko RIFF 2 Noir/Rose LS,336134,284031,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,13,187
270354,e10525a1957bcabbd27299b4b30188b9ca9f0ac64234882d07021fe164e47c78,416cc3fb34683e0e24c4499c3c69d18d,416cc3fb34683e0e24c4499c3c69d18d-1076982517632_1465515163757_1407236,fr,100020213,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-10 01:56:27.0,Samsung Galaxy 5S NEO G903F silver Smartphone dbloqu 4G (Ecran: 5,573063,82082,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,9,182
270518,b3080706bcbae6ccab7e10c55a3836d18cedd2320b65825c59b6ce2e17012773,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-1076981394727_1465473955664_1020503,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-09 14:07:23.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,456088,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,22,67
270794,6cbe2d1581599df0175d408f673882386e1a03cb9ba73e63ed75cd66263d8c0b,416cc3fb34683e0e24c4499c3c69d18d,416cc3fb34683e0e24c4499c3c69d18d-1076982532388_1465474129964_1041815,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-09 14:10:08.0,Samsung Galaxy 5S NEO G903F silver Smartphone dbloqu 4G (Ecran: 5,277057,82082,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,13,182
270815,76e56e3586cbb0836275806552046dae74202cac7bb94d51164c2e08ba87d49e,58462f906653169cc52d44dd0b928296,58462f906653169cc52d44dd0b928296-null,fr,100020213,bc08947819c58e38cc9b705baa76fd7411e966f13762870bfa1c9a16c322bf98,2016-06-09 09:23:39.0,SAMSUNG Téléphone Mobile Débloqué Samsung Galaxy S6 5.1&quot; 32 Go Noir,303053,110956,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,9,71
270951,7ecbb6890ffec6ab745606146c42027c9a222a23e95e9860d61af7caad1e3001,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-107698413180_1465500773366_765004,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-09 21:33:15.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,323283,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,10,67
270963,8df71ef057ab1ae6f7b15bb4c37160cef048f236fe6ea16823f209e11d39abd3,58462f906653169cc52d44dd0b928296,58462f906653169cc52d44dd0b928296-10769820419381_1465436935125_2776708,fr,100020213,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 03:48:55.0,SAMSUNG Téléphone Mobile Débloqué Samsung Galaxy S6 5.1&quot; 32 Go Noir,361865,110956,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,10,71
270991,d3fd200b691160dfc8697b314cf68c17998fb50acd1ecf41fd4a90440c599252,416cc3fb34683e0e24c4499c3c69d18d,416cc3fb34683e0e24c4499c3c69d18d-10769820412610_1465458231787_332000,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-09 09:44:40.0,Samsung Galaxy 5S NEO G903F silver Smartphone dbloqu 4G (Ecran: 5,539908,82082,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,61,182
271050,248fa0fad3247940c17aad7b4c57095dabef639dc09c118861c953e5057d14e6,57059b96f0c50b5060d05cf91fad6f6f,57059b96f0c50b5060d05cf91fad6f6f-10769825020931_1465463435376_585887,fr,100020213,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-09 11:10:41.0,Archos Smartphone Archos 40 Helium 4G 8Gb,93251,109352,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,9,153
271270,b3080706bcbae6ccab7e10c55a3836d18cedd2320b65825c59b6ce2e17012773,9fbaf7829259866ab341b0a191e70770,9fbaf7829259866ab341b0a191e70770-1076982517632_1465527892290_1629759,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-10 05:06:13.0,Beafon Bea de fon sl570 _ eu001bs sl570 Téléphone grosses touches Noir/argenté _ Parent,456088,200309,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,22,67
271284,ee51b461157228e3333a2294ff920d99787de97300a59c99fa0867d7c49a925f,416cc3fb34683e0e24c4499c3c69d18d,416cc3fb34683e0e24c4499c3c69d18d-10769825114379_1465558550220_891849,fr,100020213,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-10 13:36:16.0,Samsung Galaxy 5S NEO G903F silver Smartphone dbloqu 4G (Ecran: 5,607054,82082,29875,Téléphone portable sans abonnement,Mobile Phone Handsets,100020213 100010713 125301 601,125301.0,Cellphone,23,182
